smiles,value,qed
COC(N)=CN=c1[nH]c(C23CCCC2(C)OC2(C#CC4(ON5C=COC5(OC)C4=O)C2C#N)C3(C)C)co1,5.310912539516925,0.43651818751850563
COC1OC2=C3OC4(ONC(O)(C(C)N)O4)C(=O)C34COC3(OC)N=CC56C=CC2(O1)C4C53C(=O)C(C)=C6,4.068430349338758,0.37080262133706726
C=NC12OC=C3OC4OC5=NOC6(C=NC(C)(C=N)C6=O)C(C#N)C6(CC)OC31C4(CO2)C56C,5.929888659620461,0.5978792098391561
COC1CC23OC=C4C5=NC6(N=COC6(C)C)OC5(C#N)C5C6=C(OC(C)(N(C)C)O6)OC15C42C(=O)NO3,5.296567763762034,0.5212892830244431
C=C1C=CC2(C)OC(OC34C5C=NC3(C)C=NC4(C)N(C)O5)(C(C#N)C(C)(C)O)OC12CO,6.961420263416133,0.6206410995816858
CN=C1OC2OC34C=COC3(O)N=CC4(C)C(=O)C3C(C4C=COC45OC=CO5)C(=C=O)OC1C23C(N)=O,4.396698855521523,0.4255596367101557
CC(C)CCC1(C#N)CC=COC2(ONC(=O)O2)C12CCC#CC21Oc2cccn2C1=O,7.098847127411498,0.7226084298584626
CC1=NC(=O)C23C=COC24C=NC(OC(=O)N(C)C)N4OC2(CCC4(C)OCC(C=N)(C(=O)O)C42)C(=O)C13,5.747403083472017,0.4849279644122064
C=CN1OC2(OC1=O)C(=O)C1(OC=CO1)N(C=C1N=C(O)N(C)O1)C=C1OC3(OC)ON=CCC3(C)N12,5.387167539269604,0.5434389855360822
CCCC12COC34C(=O)COC56C(=O)CN=C=C5C=C(C=CC13C1(OC=C(O)O1)ON(C)C2N(C)C)C64,6.102006072452122,0.5876051523349844
CC(=O)C1(C)OC(=N)C23CCC4CCC5(CC2)C(C)(C(=O)O)OC(C#N)(C1C#N)C435,7.850953046941565,0.7101620128232531
C=NC1(O)N=NC23OCC45C=NC6=NC=CC64C(C)(C)OC5(C4N=C=NN4)C(C#N)C2(OC(C)NO3)C1=O,4.003357307230489,0.39398172054201513
CCC1(C(=O)COC)OC2OC3C(O)C45C6=NC7(O)OC=CC74N=C=CC54C(C)(C6)OC2(C1C#N)C34C#N,6.156082890394018,0.49846743534745025
C=C1OC2C(C)C3(C)C=NC4=CC5(C(C)O)CC6=NC=C1C62C5(C#N)C43N1C(OC)OC(=NC)C1C=O,6.054075011871492,0.5787119806075236
C=C1C(N)=NC(N)C(=C)N1C12N=NC3C1C(C)(ON=C2NC(C)(C)N)C(=C)OCN3C1(C)OCN=C(C)O1,3.995206202735388,0.3706244224811805
C=C1OC(OC)C2(C(C=O)C34OC(O)COC3=NOCC4=O)OC34C=NC(=N)C35C(=CC(=O)C125)N=C4C,5.0679975771618775,0.43395852776431376
