smiles,value,qed
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(C)(N)C#CC#CC#CC#CC#CC,5.229017310260335,0.5137367046683315
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(N)=C(C)C#CC#CC#CC#CC#C,5.3327794940678555,0.5197166895697007
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(O)(O)N(C)C#CC#CC#CC#CC,3.3530331126555346,0.2973029079294812
C#CC#CC#CC#CC(C)(C)C#CC#CC#CC(C)(C)C#CC#CC#CC(C)(C)C#CC#CC#CC(C)N,5.3662151594110945,0.5269099675197475
CC#CC(C)=C(C)C#CC#CC#CC1=C(C#CC#CC#CC(C)=C(C)C#CC#CC#CC=N)COC1(C)N,3.9608620753031447,0.40591576170312527
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(C)OC,5.150170572553825,0.5156320864877344
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC1(C)C#CCO1,4.978284188306337,0.47197554874526726
CC=C(C)C#CC#CC#CC#CC#CC#CC#CC(C)=C(C)C#CC#CC#CC#CC#CC#CC#CC=N,4.319417424142704,0.413394653132753
C#CC#CC#CC#CC#CC#CC(O)(C#CC#CC#CC#CC#CC#C)C#CC#CC#CC#CC#CC#C,5.141788987365017,0.48730023510181897
C#CC#CC#CC#CC#CC#CC(O)(C#C)C#CC#CC#CC#CC#CC#CC#CC#CC#CC(C)(N)N,3.280150536728362,0.30099973963191473
C#CC#CC#CC#CC1=C(C#CN(C#CC#CC#CN=C(C)C(C)(C)O)C(O)(O)C#CC#CC)C(O)=NC1,2.0533473101413047,0.18571915770007624
N#CC#CC#CC(=O)N(C#N)C#N,2.695516627906175,0.2715677810993217
C#CC#CC#CC#CC1=C(C#COC#CN2C(N)(C#CC#CC#CC#C)N=NOC2(C)C#C)C(N)(N)N=C1,2.3873903651907127,0.287197006656729
N#CC#CC#CC#CC(=O)N(C#N)C#N,2.8680190121762372,0.2882779806906316
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(N)(N)N(C)C#CC#CC,3.6264547715118844,0.2966145228549893
N#CC#CC#CC#N,3.970312287447593,0.4033192565442825
C#CC#CC#CC#CC#CC#CC#CC#CC1=C(C#CC#CC#CC#CC#CC#CC(C)(O)O)C(C)=CC1,4.091834343130094,0.40501016641970244
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
CC#CC#CC(C)=C(C)C#CC#CC#CC#CC#CC1=C(C#CC#CC#CC#CC#COC)C(O)(O)NC1,3.9722976549283975,0.3447670134697042
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
C#CC#CC#CC#CC#CC#CC#CC1=C(C#CC#CC#CC#CC#CC#C)C(C#CC#CC#CC)=C=C1,4.065605850800225,0.38008535705949964
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
C#CC#CC#CC#CC#CC#CN1C=NOC1C(C#CC#CC#CC#C)C#CC#CC#CC#CC#CC#N,4.648575436486349,0.5062710069529942
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(N)(N)N(C)C,4.253385560054075,0.3720188434500915
C#CC#CC1(C)C#CC(C)(C#CC(C)(C)C#CC(C)(C)C#CC(C)(C)C#CC2(C)C#CC(C#C)C=C2)CC1,2.9591942324152436,0.2728884531986593
C=CC#CC(C)=c1c#cc(=C(C)C#CC(C)=C(C)C#CC(C)=c2c#cc(=C3C#CC(=CC)CC3)c#c2)c#c1,4.236979798732665,0.5023714844577094
CN1C(=N)C(=N)C(=N)N1C,3.0718242927661032,0.4325321565123688
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CN1C(O)(O)C=C=NC1(O)O,2.861743575345841,0.22447224894440798
C#CC#CC#CC#CC(C#CC#CC#C)(C#CC#CC#CC#C)OC#CC1=c2c#cc#cc2=CC1C(C)N,6.011539261862964,0.5850865967221167
C#CC#CC#CC#CC#CC#CC1(C#CC#CC#CC#CC#CC#C)NN(C#CC#CC#CC#C)CCO1,4.138841743144357,0.4780842808772539
N#CC#CC#CC#CC#CC#CC#CC#CC(=O)N(C#N)C#N,3.4088631487480603,0.33542252504503883
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(N)O,4.439608833813676,0.3658585735877975
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CCN,5.00777611998179,0.48827840991431165
C#CC#CC#CC#CC(O)(O)C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(N)(O)N=C,2.3519208194801156,0.19207691524519463
N#CC#CC(=O)C#CC#N,3.2445671448709055,0.3293413500145596
CC(C)=C(C)C#CC(C)=C(C)C#CC(C)=C(C)C#CC(C)=C(C)C#CC(C)=C(C)C#CN=c1c#cc#co1,3.822021574850133,0.35392818671206805
COC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(=NC#CC#CC1=C=C(O)C(C)O1)N(C)C,2.653108300820719,0.2393511229361586
C#CC#CC#CC#CC#CC#CC(O)(O)C#CC#CC#CC#CC#CC#CC#CC#CC#CC(N)(N)ON,2.1296009355279075,0.15204288510424194
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
CC(C#CC#CC#COC(C)(C)O)=C(C)C#CC#CC#CC(C)=C(C)C#CC#CC#Cc1ccc#cc1C,4.525472051063262,0.4706529484185025
C#CC#CC#CC#CC#CC#CC#CC#CC1=C(C#CC#CC#CC#CC#CC#CC(C)=N)C(O)=NNO1,3.1791413845242604,0.3486084704830114
N#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC=O,4.443258955399374,0.4225263831828933
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC1C#CCCO1,4.990682637026391,0.47197554874526726
CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CN(C)C,4.35695711669544,0.37248304125697
C#CC#CC#CC#CC#CC#CC(C)(C#CC#CC#CC#CC#CC(C#CC#CC#CC)N(O)O)C(C)C,4.789938881007344,0.46527151492339036
CN(C)C#CC#CC#CC#CC#CC#CC#CC(C)(C)C#CC#CC#CC#CC#CC#CC#CC(C)(C)C,3.96683338767379,0.38157263601878516
C#CC(C#CC(=C(C#CC#N)C#CN=c1c#cc#co1)c1c#cc#cc1C)=C(C#CC#N)C(=O)C#CC#N,3.1827507357184657,0.36930018503117473
N#CC#CC#CC#CC#CC#CC#CC#CC(=O)N(C#N)C(OC#N)(OC#N)OC#N,2.6266663985375835,0.24735689738013106
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
Cc1cc#cn1C(=O)C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#N,5.076928730379132,0.5243117666569769
CC#CC#CC#CC#CC#CC#CC#CC#CC(C)(C)C#CC#CC#CC#CC#CC#CC#CC#COC,5.055016763129696,0.48807077552495365
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
N#CC#CC#CC=O,3.076703032637011,0.312148553772292
C#CC#CC#CC#CC#CC#CC#CC(C)=C(C)C#CC#CC#CC#CC#CC#CC#CC#CC#CCC,4.969043514046346,0.47946491882886677
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.927856700638481,0.4589343121833128
COC#CC#CC#CC(C)=C(C)C#CC#CC#CC(C)=C(C)C#CC#CC#CC1=C2C#CCC2=NC1(N)N,4.270238477518472,0.40577514173547924
N#CC#CN(C(=O)C(C#N)(C#N)C#N)C(=NC#N)ON(C#N)C#N,1.5539052771039827,0.14935754959814398
C#CC1(C#CC23C#CC(O)=CC2OC(N(C#CC(=C)O)C#CC(=C)O)C#C3)C#CC2(C#CC(=C)N=C2)C#C1,2.881305417526099,0.2964800639317711
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(=NC#CC#CC#CC#CC#CC#N)OC=O,3.1369489756765185,0.23517997550254288
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.926704636031304,0.4589343121833128
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
C#CC#CC#CN1C(=C)COC12N=C(C#CC#CC#CC#CC#CC#CC#CC#CC#COC)N(C)CO2,3.8417636758609075,0.4504611484447018
CC=c1c#cc(=C(C)C#CC(C)=C(C)C#CC(C)=C(C)C#CC(C)=c2c#cc(=C3C#CCN=C3)c#c2)c#c1,4.3741706853734215,0.5114145788924386
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
C#CN(C#C)C(C#CC1(O)C#CC2(C#CC3(C#CN(C)C)OC#CC3=C2)OC1)(n1c#cc#c1)n1c#cc#c1,2.7949272319939453,0.4457675774298732
C#CC1(C(C)C)OC2=NOC(C)(C)OC2(OC#CC2=C(C#CC(=C)C)C(=C)C(O)(O)N(C)C2(O)O)O1,3.074085478007963,0.3108561081863119
C#CC#CC#CC#CC#CC#CC(=NC#CC#CC#CC#CC#CC(C)=C(C)C#CC#CC#CC#C)OC,3.2598620472528905,0.29795951662017806
C#CC#CC#CC#CC#CN=C(C#CC#CC#CC#CC#CC(=NC#CC#CC#C)C(N)=C(C)N)N(C)C,3.2351917070719587,0.3082634811150418
C#CC#CC#CC#CC#CN1C2=NN=NC2(N)NNC1(C#CC#CC#CC#CC#CC#CC#CCN)N=N,2.003465385322117,0.21572849881451703
C#CC#CC#CC#CC#CC#CC#CC#CC1=C(C#CC#CC#CC#CC#CC#CC#CC)C(C)(C)OC1,5.5820184452710215,0.48898674345019644
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,4.887609105363577,0.4589343121833128
CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CO,5.117635191986821,0.5151053670106053
C#CC#CC#CC#CC#CC#CCOC#CC#CC#CC#CC#CC#CC#CC(C)=C(C)C#CC#CC#C,4.352058308038687,0.41825065145509316
C#CC#CC#CC#CC(C#CC#CC#CC#C)(C#CC#CC#CC#C)OC#CC(C)=C(C)C#CC#CC#C,5.465227397307201,0.5296629252883054
N#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(=O)N(C#N)C#N,3.515787973190165,0.3149497990587912
CC#CC#CC#CC#CC(C)(C)C#CC#CC#CC#CC#CC(C)(C)C#CC#CC#CC#CC#CC(O)O,4.147557424947497,0.4052209113432509
N#CC#CC=O,2.913615159381264,0.29552798742777686
N#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC(=O)OC#N,3.1915564159408216,0.23627042709091922
C#CC#CC#CC#CC#CC#CC(C)(C#C)C#CC#CC#CC#CC#CC#CC#CC#CC#CC(C)OC,5.361749284550021,0.5239476520235664
C#CC#CC#CC#CC#CC#CC#CC#CC1=C(C#CC#CC#CC#CC#CC#CC#CC#C)N(C)OC1,4.865863108133111,0.47770602234684134
CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CO,5.117635191986821,0.5151053670106053
